customer_id,name,phone,email,region,plan_tier,contract_type,payment_method,tenure_months,monthly_charges,total_charges,call_minutes_m1,call_minutes_m2,call_minutes_m3,data_gb_m1,data_gb_m2,data_gb_m3,recharge_count_m1,recharge_count_m2,recharge_count_m3,support_calls_m1,support_calls_m2,support_calls_m3,churn
CUST-10130,Customer 131,+91-98765-10130,user131@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,51,702.61,32518.92,455.3,446.4,437.7,6.2,6.1,6.0,3,3,3,3,2,2,0
CUST-10131,Customer 132,+91-98765-10131,user132@example.com,Central,Postpaid Standard,Month-to-Month,Auto-Debit,11,1003.1,10628.06,507.4,707.3,985.8,26.1,36.4,50.7,1,1,1,5,1,0,1
CUST-10132,Customer 133,+91-98765-10132,user133@example.com,West,Prepaid Basic,Month-to-Month,Electronic Check,63,422.49,25627.31,132.6,129.9,127.3,46.3,45.3,44.4,3,3,3,0,0,0,0
CUST-10133,Customer 134,+91-98765-10133,user134@example.com,Central,Prepaid Basic,Month-to-Month,Auto-Debit,57,1175.16,68772.12,382.4,618.0,998.7,5.8,9.3,15.1,1,1,2,6,2,1,1
CUST-10134,Customer 135,+91-98765-10134,user135@example.com,East,Prepaid Basic,Two Year,Mailed Check,12,763.7,8441.88,617.5,639.0,661.3,86.6,89.6,92.7,1,1,2,2,2,1,0
CUST-10135,Customer 136,+91-98765-10135,user136@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,2,1240.29,2544.35,338.0,451.4,602.8,45.7,61.0,81.5,2,2,4,8,3,2,0
CUST-10136,Customer 137,+91-98765-10136,user137@example.com,West,Postpaid Standard,One Year,UPI/Credit Card,8,890.48,6546.87,63.9,99.1,153.6,11.2,17.4,26.9,1,2,4,7,2,2,1
CUST-10137,Customer 138,+91-98765-10137,user138@example.com,South,Prepaid Basic,Month-to-Month,Electronic Check,11,516.05,5216.7,238.6,287.3,346.0,20.2,24.3,29.3,2,2,3,3,0,0,1
CUST-10138,Customer 139,+91-98765-10138,user139@example.com,South,Postpaid Premium,Month-to-Month,UPI/Credit Card,53,1180.71,65433.46,448.0,646.3,932.2,3.8,5.5,8.0,1,2,3,8,3,2,1
CUST-10139,Customer 140,+91-98765-10139,user140@example.com,Central,Prepaid Unlimited,One Year,Mailed Check,10,601.57,5804.11,387.8,403.0,418.8,30.7,31.9,33.2,1,1,2,1,1,1,0
CUST-10140,Customer 141,+91-98765-10140,user141@example.com,North,Prepaid Basic,One Year,Auto-Debit,8,887.97,7782.06,688.8,692.2,695.5,59.9,60.2,60.5,4,4,5,2,2,2,0
CUST-10141,Customer 142,+91-98765-10141,user142@example.com,Central,Postpaid Standard,Month-to-Month,Electronic Check,36,389.64,12729.13,422.3,649.6,999.5,19.0,29.2,45.0,1,1,3,4,0,0,1
CUST-10142,Customer 143,+91-98765-10142,user143@example.com,West,Prepaid Unlimited,Month-to-Month,Mailed Check,14,1040.44,14406.24,121.1,201.9,336.8,34.9,58.2,97.1,1,1,3,4,2,1,0
CUST-10143,Customer 144,+91-98765-10143,user144@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,54,1098.03,54705.91,290.2,423.6,618.5,4.8,7.1,10.3,2,3,5,3,0,0,1
CUST-10144,Customer 145,+91-98765-10144,user145@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,21,753.41,15351.33,498.4,601.8,726.8,42.0,50.7,61.2,2,3,4,5,0,0,0
CUST-10145,Customer 146,+91-98765-10145,user146@example.com,West,Postpaid Standard,One Year,Mailed Check,50,1444.31,79411.38,251.9,250.1,248.2,87.8,87.1,86.5,4,4,4,2,1,1,0
CUST-10146,Customer 147,+91-98765-10146,user147@example.com,West,Prepaid Basic,Month-to-Month,Auto-Debit,39,1348.0,56660.45,102.6,154.9,233.8,22.3,33.6,50.7,1,1,3,6,1,0,0
CUST-10147,Customer 148,+91-98765-10147,user148@example.com,East,Postpaid Premium,Month-to-Month,Auto-Debit,20,1148.53,20895.55,244.0,353.0,510.7,2.5,3.7,5.3,1,2,4,7,3,2,1
CUST-10148,Customer 149,+91-98765-10148,user149@example.com,South,Postpaid Premium,Month-to-Month,Electronic Check,7,1155.38,8189.98,136.3,246.9,447.2,8.6,15.5,28.1,1,2,4,7,3,2,1
CUST-10149,Customer 150,+91-98765-10149,user150@example.com,West,Prepaid Unlimited,Two Year,UPI/Credit Card,9,601.88,5577.07,689.9,715.8,742.8,33.2,34.5,35.8,3,3,4,1,0,0,0
CUST-10150,Customer 151,+91-98765-10150,user151@example.com,North,Prepaid Basic,Two Year,Mailed Check,1,1087.18,1024.02,147.8,155.0,162.6,88.0,92.3,96.8,1,1,2,3,3,2,0
CUST-10151,Customer 152,+91-98765-10151,user152@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,26,536.85,12967.37,1048.4,1011.0,974.9,98.5,95.0,91.6,1,1,1,0,0,0,0
CUST-10152,Customer 153,+91-98765-10152,user153@example.com,North,Prepaid Basic,One Year,Electronic Check,38,471.8,19378.38,101.8,107.2,112.8,85.9,90.4,95.2,2,2,3,3,2,2,0
CUST-10153,Customer 154,+91-98765-10153,user154@example.com,North,Prepaid Basic,Month-to-Month,UPI/Credit Card,38,1498.36,62276.34,329.7,459.8,641.2,42.9,59.8,83.4,1,2,3,5,1,0,1
CUST-10154,Customer 155,+91-98765-10154,user155@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,61,1045.85,70073.09,416.3,502.4,606.4,26.4,31.8,38.4,1,1,2,6,2,2,1
CUST-10155,Customer 156,+91-98765-10155,user156@example.com,North,Prepaid Unlimited,One Year,Electronic Check,44,816.19,37993.57,211.6,216.3,221.2,87.1,89.1,91.1,1,1,1,2,2,1,0
CUST-10156,Customer 157,+91-98765-10156,user157@example.com,West,Postpaid Standard,Two Year,Electronic Check,44,644.8,29298.95,246.3,241.0,235.8,102.7,100.5,98.3,1,1,1,1,1,1,0
CUST-10157,Customer 158,+91-98765-10157,user158@example.com,Central,Postpaid Standard,Two Year,Auto-Debit,62,1023.7,61511.12,755.8,784.1,813.4,35.6,36.9,38.3,1,1,2,3,2,2,0
CUST-10158,Customer 159,+91-98765-10158,user159@example.com,North,Postpaid Standard,Month-to-Month,Mailed Check,6,358.51,2009.69,523.3,685.8,898.8,17.4,22.7,29.8,2,3,5,4,0,0,1
CUST-10159,Customer 160,+91-98765-10159,user160@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,17,412.62,6423.89,359.9,357.3,354.7,57.8,57.4,57.0,5,5,5,3,2,2,0
CUST-10160,Customer 161,+91-98765-10160,user161@example.com,East,Prepaid Unlimited,One Year,Mailed Check,51,338.43,17927.19,542.5,517.8,494.2,25.0,23.9,22.8,1,1,1,1,0,0,0
CUST-10161,Customer 162,+91-98765-10161,user162@example.com,North,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,38,898.0,36067.18,135.3,238.2,419.5,2.6,4.6,8.1,1,2,5,8,3,2,1
CUST-10162,Customer 163,+91-98765-10162,user163@example.com,Central,Postpaid Premium,Month-to-Month,UPI/Credit Card,24,1019.73,26071.41,78.2,113.7,165.3,44.9,65.3,94.9,2,3,5,6,3,2,1
CUST-10163,Customer 164,+91-98765-10163,user164@example.com,North,Prepaid Basic,Month-to-Month,Mailed Check,51,373.98,20651.33,641.4,672.9,705.9,84.4,88.6,92.9,4,4,5,2,2,1,0
CUST-10164,Customer 165,+91-98765-10164,user165@example.com,East,Postpaid Standard,One Year,Electronic Check,10,1164.47,12529.53,439.5,608.6,842.7,10.7,14.8,20.5,1,1,1,3,1,0,1
CUST-10165,Customer 166,+91-98765-10165,user166@example.com,South,Prepaid Unlimited,Month-to-Month,Auto-Debit,21,575.47,13292.73,404.9,389.4,374.4,47.3,45.4,43.7,5,5,5,1,0,0,0
CUST-10166,Customer 167,+91-98765-10166,user167@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,70,1121.24,74469.28,426.9,650.5,991.2,36.1,55.1,83.9,1,1,3,5,0,0,1
CUST-10167,Customer 168,+91-98765-10167,user168@example.com,East,Postpaid Standard,Two Year,Electronic Check,57,1477.28,88639.32,180.3,174.2,168.3,72.6,70.2,67.8,1,1,1,1,1,0,0
CUST-10168,Customer 169,+91-98765-10168,user169@example.com,North,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,39,1128.33,44765.8,212.3,384.3,695.6,13.0,23.5,42.5,1,1,2,4,1,0,1
CUST-10169,Customer 170,+91-98765-10169,user170@example.com,West,Postpaid Standard,Month-to-Month,Auto-Debit,33,1358.83,42700.17,316.4,399.1,503.4,47.6,60.0,75.7,3,3,5,5,1,1,1
CUST-10170,Customer 171,+91-98765-10170,user171@example.com,North,Postpaid Premium,Month-to-Month,UPI/Credit Card,59,1436.84,92944.13,278.4,373.8,501.9,50.0,67.2,90.2,2,2,4,8,3,2,1
CUST-10171,Customer 172,+91-98765-10171,user172@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,18,883.1,17160.78,200.5,320.4,511.9,36.4,58.2,93.0,1,1,1,5,0,0,0
CUST-10172,Customer 173,+91-98765-10172,user173@example.com,South,Prepaid Basic,Month-to-Month,Auto-Debit,56,1141.79,59189.68,155.5,227.5,332.8,19.2,28.0,41.0,1,1,2,4,0,0,1
CUST-10173,Customer 174,+91-98765-10173,user174@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,57,1321.36,68179.8,461.7,586.1,744.0,13.3,16.9,21.5,1,2,3,6,3,2,1
CUST-10174,Customer 175,+91-98765-10174,user175@example.com,West,Postpaid Premium,Two Year,UPI/Credit Card,48,726.93,36206.91,776.5,762.8,749.4,95.0,93.3,91.7,2,2,2,1,1,1,0
CUST-10175,Customer 176,+91-98765-10175,user176@example.com,South,Prepaid Basic,Month-to-Month,Auto-Debit,42,612.68,26268.47,148.8,229.6,354.2,5.8,8.9,13.8,2,3,5,4,1,1,1
CUST-10176,Customer 177,+91-98765-10176,user177@example.com,East,Prepaid Unlimited,Two Year,Electronic Check,27,1434.92,42119.79,904.7,877.9,851.8,78.2,75.9,73.6,4,4,4,2,2,1,0
CUST-10177,Customer 178,+91-98765-10177,user178@example.com,North,Prepaid Unlimited,Month-to-Month,Mailed Check,52,1170.56,57630.95,149.1,239.6,385.2,7.1,11.4,18.3,1,3,5,6,3,2,0
CUST-10178,Customer 179,+91-98765-10178,user179@example.com,Central,Postpaid Standard,Month-to-Month,Auto-Debit,42,562.62,21665.85,809.4,780.5,752.6,45.2,43.6,42.0,2,2,2,3,2,2,0
CUST-10179,Customer 180,+91-98765-10179,user180@example.com,North,Prepaid Basic,Month-to-Month,UPI/Credit Card,32,837.9,25521.58,111.3,152.5,208.9,23.5,32.2,44.1,1,1,1,4,2,1,0
CUST-10180,Customer 181,+91-98765-10180,user181@example.com,North,Postpaid Standard,Month-to-Month,UPI/Credit Card,26,1254.74,29484.41,147.0,192.4,251.8,11.7,15.4,20.1,2,3,4,6,1,1,1
CUST-10181,Customer 182,+91-98765-10181,user182@example.com,East,Postpaid Premium,One Year,Electronic Check,25,955.48,21669.77,412.7,398.2,384.2,99.6,96.1,92.7,4,4,4,3,3,2,0
CUST-10182,Customer 183,+91-98765-10182,user183@example.com,North,Prepaid Basic,Month-to-Month,Mailed Check,23,1078.94,26874.61,440.8,528.9,634.5,3.7,4.4,5.3,1,1,2,4,1,1,1
CUST-10183,Customer 184,+91-98765-10183,user184@example.com,South,Prepaid Basic,Month-to-Month,Auto-Debit,57,1203.52,66570.29,272.3,430.6,681.0,35.9,56.8,89.9,1,3,5,3,0,0,0
CUST-10184,Customer 185,+91-98765-10184,user185@example.com,South,Postpaid Premium,Two Year,Auto-Debit,52,1045.41,53391.61,498.8,477.3,456.7,97.2,93.0,89.0,2,2,2,2,2,2,0
CUST-10185,Customer 186,+91-98765-10185,user186@example.com,West,Prepaid Basic,Two Year,Mailed Check,31,947.1,26531.97,169.2,169.7,170.1,34.9,35.0,35.1,3,3,4,1,1,1,0
CUST-10186,Customer 187,+91-98765-10186,user187@example.com,Central,Postpaid Standard,Two Year,Auto-Debit,64,1198.54,73186.06,414.7,425.4,436.3,68.3,70.1,71.9,1,1,2,0,0,0,0
CUST-10187,Customer 188,+91-98765-10187,user188@example.com,North,Prepaid Unlimited,Month-to-Month,Mailed Check,71,1172.08,88289.4,444.0,565.3,719.9,17.9,22.8,29.0,2,3,4,6,2,2,1
CUST-10188,Customer 189,+91-98765-10188,user189@example.com,North,Prepaid Basic,One Year,UPI/Credit Card,33,1054.85,35614.1,758.1,730.5,703.9,83.0,80.0,77.1,5,5,5,2,2,2,0
CUST-10189,Customer 190,+91-98765-10189,user190@example.com,East,Postpaid Standard,Month-to-Month,Mailed Check,2,730.75,1535.68,140.3,185.1,244.2,33.5,44.2,58.3,1,1,1,2,0,0,1
CUST-10190,Customer 191,+91-98765-10190,user191@example.com,South,Prepaid Unlimited,Month-to-Month,Auto-Debit,18,785.97,13998.1,116.6,111.7,107.0,36.5,35.0,33.5,1,1,1,2,2,2,0
CUST-10191,Customer 192,+91-98765-10191,user192@example.com,Central,Prepaid Unlimited,Month-to-Month,Mailed Check,47,1463.53,66168.32,271.6,459.6,777.7,15.0,25.4,43.0,1,1,2,6,2,1,1
CUST-10192,Customer 193,+91-98765-10192,user193@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,33,433.86,14268.16,196.1,195.9,195.7,70.6,70.6,70.5,4,4,4,2,2,2,0
CUST-10193,Customer 194,+91-98765-10193,user194@example.com,South,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,35,621.21,20972.98,110.3,138.6,174.1,57.7,72.5,91.1,1,1,1,5,2,1,1
CUST-10194,Customer 195,+91-98765-10194,user195@example.com,West,Prepaid Basic,Month-to-Month,UPI/Credit Card,51,889.88,48460.64,45.0,67.9,102.4,7.6,11.5,17.4,1,2,4,3,1,0,1
CUST-10195,Customer 196,+91-98765-10195,user196@example.com,East,Prepaid Unlimited,Two Year,Mailed Check,18,1303.08,22506.31,446.2,467.3,489.3,54.1,56.6,59.3,4,4,5,2,1,0,0
CUST-10196,Customer 197,+91-98765-10196,user197@example.com,East,Postpaid Premium,Month-to-Month,Auto-Debit,30,495.41,15337.19,499.6,525.6,552.9,26.3,27.7,29.1,1,1,2,3,2,2,0
CUST-10197,Customer 198,+91-98765-10197,user198@example.com,North,Prepaid Basic,Month-to-Month,Electronic Check,44,631.35,25762.52,469.0,562.2,673.9,56.4,67.7,81.1,2,3,4,2,0,0,1
CUST-10198,Customer 199,+91-98765-10198,user199@example.com,Central,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,53,377.96,20780.54,209.1,276.9,366.5,6.7,8.8,11.7,1,1,2,3,1,0,1
CUST-10199,Customer 200,+91-98765-10199,user200@example.com,West,Prepaid Unlimited,Two Year,UPI/Credit Card,10,1146.18,12409.23,749.4,744.4,739.4,71.5,71.0,70.5,4,4,4,2,2,2,0
CUST-10200,Customer 201,+91-98765-10200,user201@example.com,South,Postpaid Standard,Month-to-Month,Auto-Debit,52,584.85,31072.65,277.6,264.7,252.4,23.8,22.7,21.6,4,4,4,1,1,1,0
CUST-10201,Customer 202,+91-98765-10201,user202@example.com,East,Prepaid Basic,Month-to-Month,Auto-Debit,49,765.41,37954.07,925.7,886.4,848.8,67.3,64.4,61.7,5,5,5,3,2,2,0
CUST-10202,Customer 203,+91-98765-10202,user203@example.com,North,Postpaid Premium,One Year,Electronic Check,11,831.44,9989.3,633.8,624.2,614.7,87.0,85.7,84.4,2,2,2,2,2,2,0
CUST-10203,Customer 204,+91-98765-10203,user204@example.com,North,Prepaid Unlimited,One Year,Mailed Check,66,1368.58,92627.73,621.1,623.3,625.5,76.2,76.4,76.7,2,2,3,2,1,1,0
CUST-10204,Customer 205,+91-98765-10204,user205@example.com,West,Prepaid Basic,Month-to-Month,Auto-Debit,58,792.6,43760.07,268.7,278.6,288.8,71.2,73.8,76.5,3,3,4,2,1,1,0
CUST-10205,Customer 206,+91-98765-10205,user206@example.com,East,Prepaid Basic,One Year,Mailed Check,36,473.27,16330.28,167.2,167.0,166.7,54.4,54.3,54.2,4,4,4,2,2,1,0
CUST-10206,Customer 207,+91-98765-10206,user207@example.com,Central,Prepaid Basic,One Year,Electronic Check,33,928.18,31887.65,482.8,500.2,518.3,83.5,86.5,89.6,1,1,1,3,3,2,0
CUST-10207,Customer 208,+91-98765-10207,user208@example.com,East,Prepaid Unlimited,One Year,Mailed Check,47,1454.55,71582.92,640.8,647.4,654.1,59.7,60.3,60.9,1,1,2,3,2,1,0
CUST-10208,Customer 209,+91-98765-10208,user209@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,13,1028.22,12841.53,97.1,134.2,185.5,48.3,66.7,92.2,1,2,3,6,1,0,0
CUST-10209,Customer 210,+91-98765-10209,user210@example.com,West,Postpaid Standard,Two Year,Mailed Check,40,1479.06,57332.44,925.3,940.3,955.5,55.1,56.0,56.9,4,4,5,3,2,1,0
CUST-10210,Customer 211,+91-98765-10210,user211@example.com,East,Prepaid Unlimited,Month-to-Month,Electronic Check,68,1308.33,97703.95,534.6,724.7,982.4,28.9,39.2,53.1,1,2,3,3,0,0,1
CUST-10211,Customer 212,+91-98765-10211,user212@example.com,West,Prepaid Basic,Month-to-Month,Electronic Check,42,342.16,13226.67,600.6,595.7,590.9,26.5,26.3,26.1,5,5,5,1,1,1,0
CUST-10212,Customer 213,+91-98765-10212,user213@example.com,East,Prepaid Unlimited,Month-to-Month,Electronic Check,19,1089.08,20297.89,374.8,598.3,955.1,22.3,35.6,56.8,1,1,3,5,0,0,1
CUST-10213,Customer 214,+91-98765-10213,user214@example.com,South,Postpaid Standard,Month-to-Month,Mailed Check,19,643.12,11149.96,120.2,177.3,261.5,8.5,12.5,18.4,1,2,3,6,1,0,0
CUST-10214,Customer 215,+91-98765-10214,user215@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,58,970.54,59906.1,66.0,90.1,122.9,47.1,64.2,87.6,1,1,2,3,1,0,1
CUST-10215,Customer 216,+91-98765-10215,user216@example.com,East,Prepaid Basic,One Year,Auto-Debit,23,634.21,13397.55,148.8,142.0,135.5,76.0,72.5,69.2,1,1,1,0,0,0,0
CUST-10216,Customer 217,+91-98765-10216,user217@example.com,West,Prepaid Basic,Month-to-Month,UPI/Credit Card,54,717.64,40101.21,250.2,396.6,628.8,39.6,62.7,99.4,1,1,3,6,1,0,1
CUST-10217,Customer 218,+91-98765-10217,user218@example.com,West,Postpaid Standard,Month-to-Month,Mailed Check,65,1406.8,83330.79,102.1,126.0,155.5,9.0,11.1,13.7,2,3,4,5,1,1,1
CUST-10218,Customer 219,+91-98765-10218,user219@example.com,North,Prepaid Unlimited,Month-to-Month,Mailed Check,12,546.97,6790.55,957.0,959.8,962.7,27.7,27.8,27.9,3,3,4,3,2,2,0
CUST-10219,Customer 220,+91-98765-10219,user220@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,24,1347.93,34569.79,71.9,128.0,227.7,27.9,49.6,88.3,1,2,4,7,2,2,1
CUST-10220,Customer 221,+91-98765-10220,user221@example.com,South,Postpaid Standard,Two Year,Mailed Check,34,335.55,11177.84,359.0,366.5,374.3,40.8,41.6,42.5,1,1,1,3,3,2,0
CUST-10221,Customer 222,+91-98765-10221,user222@example.com,North,Postpaid Standard,Month-to-Month,Electronic Check,53,408.05,21722.35,886.3,863.0,840.3,52.0,50.6,49.3,3,3,3,3,3,2,0
CUST-10222,Customer 223,+91-98765-10222,user223@example.com,East,Prepaid Unlimited,Month-to-Month,Electronic Check,8,1324.61,10388.21,149.0,210.4,296.9,43.6,61.5,86.8,2,3,5,4,2,2,1
CUST-10223,Customer 224,+91-98765-10223,user224@example.com,West,Postpaid Standard,Month-to-Month,Electronic Check,18,1055.67,18243.84,216.9,262.9,318.7,37.2,45.0,54.6,3,4,5,3,0,0,1
CUST-10224,Customer 225,+91-98765-10224,user225@example.com,North,Prepaid Basic,Month-to-Month,Electronic Check,57,1195.68,72287.47,392.9,516.2,678.1,13.6,17.8,23.4,1,1,2,5,2,1,1
CUST-10225,Customer 226,+91-98765-10225,user226@example.com,North,Prepaid Basic,Month-to-Month,Electronic Check,5,550.3,2626.03,190.6,257.7,348.5,49.1,66.3,89.7,1,1,1,6,1,0,1
CUST-10226,Customer 227,+91-98765-10226,user227@example.com,South,Prepaid Basic,One Year,Mailed Check,26,943.5,25624.81,313.0,304.2,295.7,8.5,8.2,8.0,3,3,3,3,2,1,0
CUST-10227,Customer 228,+91-98765-10227,user228@example.com,South,Prepaid Basic,Two Year,Auto-Debit,30,1183.66,33423.22,324.6,326.7,328.8,88.9,89.5,90.1,3,3,4,3,2,1,0
CUST-10228,Customer 229,+91-98765-10228,user229@example.com,East,Prepaid Unlimited,Month-to-Month,Auto-Debit,54,1051.78,53954.65,256.2,372.5,541.6,4.6,6.7,9.8,1,1,1,6,1,1,1
CUST-10229,Customer 230,+91-98765-10229,user230@example.com,West,Postpaid Premium,One Year,Electronic Check,13,865.04,10877.7,938.5,953.9,969.5,66.1,67.2,68.3,1,1,1,2,1,1,0
CUST-10230,Customer 231,+91-98765-10230,user231@example.com,South,Prepaid Basic,One Year,Mailed Check,29,1450.74,42821.65,851.4,850.2,849.0,11.8,11.8,11.8,3,3,3,3,3,2,0
CUST-10231,Customer 232,+91-98765-10231,user232@example.com,North,Prepaid Basic,One Year,UPI/Credit Card,3,1110.39,3300.8,381.2,368.4,356.1,77.2,74.6,72.1,2,2,2,3,2,1,0
CUST-10232,Customer 233,+91-98765-10232,user233@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,58,1388.3,84469.28,208.6,298.5,427.0,4.0,5.7,8.2,1,1,2,6,2,1,0
CUST-10233,Customer 234,+91-98765-10233,user234@example.com,West,Postpaid Premium,Month-to-Month,Mailed Check,2,1174.72,2214.85,349.8,425.7,518.1,57.4,69.8,85.0,1,1,2,8,3,2,1
CUST-10234,Customer 235,+91-98765-10234,user235@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,28,1181.56,29845.93,604.0,769.7,981.0,30.4,38.7,49.3,2,3,4,4,0,0,1
CUST-10235,Customer 236,+91-98765-10235,user236@example.com,South,Prepaid Unlimited,One Year,Auto-Debit,2,395.02,833.74,250.7,253.0,255.2,13.7,13.8,13.9,3,3,4,1,1,0,0
CUST-10236,Customer 237,+91-98765-10236,user237@example.com,North,Prepaid Basic,One Year,Mailed Check,7,730.36,5441.41,385.9,403.4,421.7,66.0,69.0,72.1,2,2,3,1,1,0,0
CUST-10237,Customer 238,+91-98765-10237,user238@example.com,West,Prepaid Basic,Month-to-Month,UPI/Credit Card,26,1329.04,31510.6,328.0,498.1,756.5,22.3,33.9,51.5,1,1,2,3,0,0,1
CUST-10238,Customer 239,+91-98765-10238,user239@example.com,Central,Postpaid Premium,Month-to-Month,UPI/Credit Card,16,578.12,9455.1,948.4,957.9,967.5,22.6,22.9,23.1,2,2,3,2,2,1,0
CUST-10239,Customer 240,+91-98765-10239,user240@example.com,Central,Postpaid Premium,Two Year,UPI/Credit Card,23,437.61,9819.86,232.6,236.3,240.1,6.3,6.4,6.5,1,1,2,3,2,2,0
CUST-10240,Customer 241,+91-98765-10240,user241@example.com,East,Prepaid Basic,One Year,Electronic Check,40,690.33,29236.28,305.2,304.9,304.6,44.8,44.7,44.7,1,1,1,3,2,2,0
CUST-10241,Customer 242,+91-98765-10241,user242@example.com,North,Postpaid Premium,Two Year,UPI/Credit Card,60,563.53,36343.73,315.8,309.4,303.1,13.6,13.4,13.1,5,5,5,1,0,0,0
CUST-10242,Customer 243,+91-98765-10242,user243@example.com,North,Prepaid Unlimited,One Year,Mailed Check,32,1409.35,48265.2,120.4,119.6,118.8,14.1,14.0,13.9,5,5,5,3,3,2,0
CUST-10243,Customer 244,+91-98765-10243,user244@example.com,East,Postpaid Standard,Month-to-Month,Mailed Check,15,1340.56,21223.23,419.4,519.6,643.7,19.8,24.5,30.4,1,1,2,5,1,1,1
CUST-10244,Customer 245,+91-98765-10244,user245@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,13,898.62,11142.47,481.8,582.2,703.6,44.4,53.7,64.9,2,2,3,3,1,0,1
CUST-10245,Customer 246,+91-98765-10245,user246@example.com,East,Prepaid Unlimited,One Year,Mailed Check,5,372.61,1979.26,679.3,660.5,642.3,58.5,56.9,55.3,4,4,4,3,2,1,0
CUST-10246,Customer 247,+91-98765-10246,user247@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,52,1156.47,60539.1,53.2,93.5,164.2,3.8,6.6,11.6,1,1,2,6,1,1,1
CUST-10247,Customer 248,+91-98765-10247,user248@example.com,North,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,41,1047.09,39090.6,91.8,122.1,162.3,54.9,73.0,97.0,1,1,2,4,1,1,1
CUST-10248,Customer 249,+91-98765-10248,user249@example.com,West,Prepaid Basic,One Year,Auto-Debit,53,1463.67,76906.42,263.4,276.0,289.3,81.3,85.2,89.3,3,3,4,2,1,1,0
CUST-10249,Customer 250,+91-98765-10249,user250@example.com,East,Prepaid Basic,Month-to-Month,Electronic Check,50,969.74,52774.78,250.3,300.7,361.3,20.5,24.6,29.6,1,1,2,6,2,1,1
CUST-10250,Customer 251,+91-98765-10250,user251@example.com,North,Prepaid Unlimited,One Year,Electronic Check,15,702.67,11357.66,879.9,843.1,807.9,18.1,17.3,16.6,1,1,1,1,1,0,0
CUST-10251,Customer 252,+91-98765-10251,user252@example.com,West,Postpaid Standard,Month-to-Month,Auto-Debit,7,921.83,5939.51,89.6,147.7,243.5,34.8,57.3,94.5,1,2,4,4,1,1,1
CUST-10252,Customer 253,+91-98765-10252,user253@example.com,West,Prepaid Basic,Two Year,Auto-Debit,40,1474.12,61843.78,146.0,142.8,139.7,51.0,49.9,48.8,1,1,1,1,1,0,0
CUST-10253,Customer 254,+91-98765-10253,user254@example.com,East,Prepaid Unlimited,Month-to-Month,Electronic Check,28,1134.63,33712.63,194.1,297.1,454.6,14.8,22.6,34.6,2,3,5,5,2,2,1
CUST-10254,Customer 255,+91-98765-10254,user255@example.com,North,Postpaid Premium,Month-to-Month,UPI/Credit Card,32,1105.37,33754.56,256.1,348.7,474.8,27.8,37.9,51.6,2,2,4,4,2,1,1
CUST-10255,Customer 256,+91-98765-10255,user256@example.com,East,Prepaid Basic,One Year,UPI/Credit Card,15,587.82,8767.23,555.6,530.1,505.8,86.1,82.2,78.4,4,4,4,3,2,1,0
CUST-10256,Customer 257,+91-98765-10256,user257@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,70,1191.32,86911.36,389.1,573.1,844.2,9.7,14.3,21.0,1,2,3,6,3,2,1
